Time: B1 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy J2 x y dx dy B2 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy Lam1 x y Lam2 x y K1 Lin Ang K2 Lin Ang Pot1 - Pot2 - Total Total
RK45  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - dt dt  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - - - - - Kin Kin - Kin Kin - - - - Kinet Poten
4 SimBody1 - - - - - - - - - - - - Joint001 - - - - Joint004 - - - - SimBody2 - - - - - - - - - - - - Joint004 - - - - SimBody1 - - SimBody2 - - SimBody1 - - SimBody2 - - SimBody1 - SimBody2 -  - - 
8.69 -  -47.44322684 -264.29137789 -1.8102955210155225 -103.72229302562586  457.81504065 -111.79200593 2.3563322606374424 135.0078936650457  584.32006768 1000.40484077 1.6516479619918363 94.63245746351603 - -5.46470602e-09 -7.00000004e+01 -6.50231868e-10  1.27277104e-08 -  -94.88645601 -458.58275778  915.63008704 -223.58401736 - -122.13525361 -527.02858371 1.1919224739682701 68.2921272651736  996.89775896 -255.93728729 1.1873283642050827 68.02890416512312 3776.60062913 1074.34534611 37.541317416840464 2150.959045345928 -  -94.88645608 -458.5827566   915.63008702 -223.5840171  - -0.4502675908998028 -2.357126347731537 - -0.38243684755909446 -1.1022014585826463 - 12.890768798360936 3.9237172754384018 - 53.63537853559011 0.07242748256528891 - 0.3205140178696979 - 2.4815959698559027 70.52229209195474 2.8021099877256006 
8.700000000000001 -  -42.84046323 -265.35786139 -1.7866714556291123 -102.36873378404346  462.28657487 -101.37585922 2.366357681357104 135.58230796012532  313.76063823 1077.736468   0.3781219485137619 21.664791791101567 - -5.48084955e-09 -7.00000004e+01 -7.17648163e-10  1.22954162e-08 -  -85.68092873 -460.71572483  924.57315563 -202.75172382 - -111.98038895 -529.53190352 1.2057547392178183 69.08465768507818 1033.77086057 -244.4837798  1.5868027716981539 90.91710173796533 3594.03218185 1220.34502132 42.14547152681916 2414.7576440755197 -  -85.6809288  -460.71572365  924.57315562 -202.75172355 - -0.4003719594011557 -2.380888016163997 - -0.36394908348252974 -1.1169860919123669 - 13.000694134325904 3.9571765629649494 - 57.13638111161945 0.12936226332137166 - -0.8939899060226253 - -0.005222083360649776 74.22361407223167 -0.8992119893832751 
8.71 -  -38.20610948 -266.31681664 -1.763008258733045 -101.01293247211173 464.17586045 -90.33537768 2.364422312022885 135.47141946547555   68.86842885 1125.67287628 -0.7371887774649266 -42.237805653149145 - -5.49891155e-09 -7.00000004e+01 -6.60804744e-10  1.17047989e-08 -  -76.41222116 -462.63363538  928.35172691 -180.6707606  - -101.46631791 -531.91292733 1.2237905182408002 70.11803170332564 1068.69954575 -231.42601002 2.025826369301938 116.07130098731191 3387.73321875 1397.52474282 45.42735477643312 2602.7957031330793 -  -76.41222124 -462.6336342   928.3517269  -180.67076033 - -0.3510528380549251 -2.404394785513902 - -0.34305825258733025 -1.134928167549844 - 12.979437115011576 3.9507063100802027 - 60.54000400540671 0.21084637769315887 - -1.9860414157562332 - -2.370550306382029 77.68099380819164 -4.356591722138262 
8.72 -  -33.56460595 -267.16342593 -1.7394172990312928 -99.66127004653814 463.7691286  -78.95089066 2.3522066907054393 134.7715159198559 -144.46066027 1147.08806847 -1.6745979774055482 -95.9473964864819 - -5.50669199e-09 -7.00000004e+01 -6.23288088e-10  1.15531975e-08 -  -67.12921405 -464.32685402  927.53826331 -157.9017864  -  -90.61367937 -534.15383979 1.2463569301274124 71.41099186318237 1101.44304638 -216.39007287 2.4905096247786416 142.69569033652644 3156.60369687 1617.46703201 47.25765084007899 2707.663942839395 -  -67.12921412 -464.32685284  927.5382633  -157.90178613 - -0.30288325624030116 -2.429153186294222 - -0.31965295920147274 -1.1572005876398443 - 12.84566886700955 3.9099896706099893 - 63.79692070154673 0.3186677789800952 - -2.9501541354285905 - -4.596690793413359 80.87124701814636 -7.546844928841949 
8.73 -  -28.93723504 -267.8955172  -1.7159921398217943 -98.31910728941187 461.41205701 -67.46989198 2.331594290622536 133.59051238947043 -320.1496104  1145.64251337 -2.412697534382534 -138.23738596173902 - -5.51345636e-09 -7.00000004e+01 -5.97310645e-10  1.14624328e-08 -  -57.87447216 -465.7910366   922.82412019 -134.93978884 -  -79.44561668 -536.23259944 1.2736360620695826 72.97397099224924 1131.73700395 -198.91465986 2.9657615734936766 169.92562120326582 2897.01034294 1885.75120167 47.5227288033174 2722.85179137488 -  -57.87447224 -465.79103541  922.82412017 -134.93978857 - -0.25620074131174886 -2.4561531318982066 - -0.2933652804996076 -1.1843683403806593 - 12.621521956399684 3.8417633980572132 - 66.85482713713976 0.45189149989144567 - -3.783854530323481 - -6.661747368553961 83.77000399148811 -10.445601898877442 
8.74 -  -24.3415112  -268.51319888 -1.6928063833892795 -96.99066130101046 457.51330076 -56.09987253 2.304699658993848 132.04956350558754 -451.68451915 1125.66973683 -2.9266460911272976 -167.68446915005387 - -5.51954571e-09 -7.00000004e+01 -5.99868599e-10  1.13152794e-08 -  -48.68302442 -467.02640002  915.02660773 -112.19974975 -  -67.98813888 -538.12239572 1.3056535202486867 74.80843621664852 1159.26880277 -178.52026992 3.435386037776722 196.83312096277655 2603.03548406 2200.15687831 46.11466289199743 2642.175557380004 -  -48.68302449 -467.02639883  915.02660771 -112.19974947 - -0.21116220687089246 -2.4856728335348506 - -0.26359596429977283 -1.2162065800137136 - 12.332026118544116 3.753646091946511 - 69.65874697598794 0.6063352219391814 - -4.487266101203545 - -8.539086211235599 86.35075440841774 -13.026352312439144 
8.75 -  -19.79053278 -269.01842656 -1.669911200553492 -95.67886395333947 452.54751737 -45.00164456 2.2738975791793186 130.28473433198988 -532.50978519 1092.17553413 -3.1898499461317007 -182.76493919337943 - -5.51908030e-09 -7.00000004e+01 -9.74580416e-10  1.12419727e-08 -  -39.58106753 -468.03685542 905.09504097 -90.00329361 -  -56.27070431 -539.79188362 1.3422676847276986 76.90627331169371 1183.65902728 -154.79501278 3.88215277331766 222.4309693361097 2267.46830264 2549.17359237 42.93715081342413 2460.1175259259126 -  -39.5810676  -468.03685423 905.09504096 -90.00329334 - -0.16779845704757784 -2.5171277826788403 - -0.2296148083311715 -1.2515497007136605 - 12.004596287053282 3.6539823630895687 - 72.15171233049794 0.7742958805590571 - -5.062615834389817 - -10.19756892728094 88.58458686119985 -15.260184761670757 
8.76 -  -15.29233656 -269.41450234 -1.6473327196305687 -94.38521228863932 447.05045181 -34.28259177 2.241815151658596 128.44654663851813 -557.23339293 1050.8303115  -3.179751826416449 -182.1863595526777 - -5.52682522e-09 -7.00000004e+01 -1.47991841e-09  1.07688152e-08 -  -30.58467501 -468.82900702 894.10090986 -68.56518782 -  -44.3269267  -541.20634161 1.3831602956771987 79.24924733237053 1204.4568161  -127.49232139 4.288026118329478 245.68579902214404 1883.59287204 2911.21110314 37.9314676099831 2173.3130047892155 -  -30.58467509 -468.82900582 894.10090985 -68.56518756 - -0.12605533627987783 -2.54898989572811 - -0.19074172537907508 -1.2882113702721507 - 11.66824020208452 3.551601643841859 - 74.27626506967506 0.9446622235633151 - -5.513664146168651 - -11.602702889608736 90.44076913916476 -17.116367035777387 
8.77 -  -10.84937493 -269.7055091  -1.625069851323318 -93.10964389477829 441.59804145 -23.99063875 2.21124617154053 126.69507309373361 -523.58103613 1007.80849402 -2.887402796890649 -165.43599401610385 - -5.54053692e-09 -7.00000004e+01 -5.50755885e-10  1.19359491e-08 -  -21.6987517  -469.41102058 883.19608915 -47.98128159 -  -32.19522604 -542.32982521 1.42783096000917 81.80868786663808 1221.15670264  -96.6298411  4.634752443821515 265.551754118917 1447.65285325 3255.31501046 31.121476381756086 1783.1292488906956 -  -21.69875177 -469.41101938 883.19608913 -47.98128132 - -0.08581647214517515 -2.578841337978779 - -0.14659633038391118 -1.3230569963977181 - 11.352197776717153 3.455404035786694 - 75.97703356441933 1.1036078699557768 - -5.845060601531372 - -12.718780538738088 91.88824324687896 -18.56384114026946 
8.78 -   -6.45830784 -269.8956967  -1.6030934893404547 -91.85049110410847 436.7638522  -14.11113625 2.1849587578182454 125.18891523313242 -434.66573438  969.35049375 -2.328704388548576 -133.4249331974264 - -5.55155744e-09 -7.00000004e+01 -1.06774678e-09  9.75060566e-09 -  -12.91661745 -469.79139583 873.52771065 -28.2222764  -  -19.9191817  -543.12823605 1.4755999966201425 84.5456520558527 1233.2416682   -62.56954309 4.904955688865318 281.03325967066604  961.51034878 3544.35072271 22.66759736157368 1298.7576605200522 -  -12.91661753 -469.79139463 873.52771064 -28.22227612 - -0.04690905554861033 -2.6036460987418018 - -0.09736718885384511 -1.3523261507185707 - 11.083891056827754 3.3737363146163384 - 77.20430978678411 1.236038166852381 - -6.061644911295616 - -13.511928303010905 92.89797532508058 -19.57357321430652 
8.790000000000001 -   -2.11032879 -269.98886422 -1.5813481750487404 -90.60457637100774 433.05572313  -4.56970421 2.165399187431031 124.06823440085597 -300.70075034  941.01599169 -1.5530663972310255 -88.98414986492597 - -5.55865798e-09 -7.00000004e+01 -8.05641776e-10  1.14876961e-08 -   -4.22065928 -469.9777309  866.11145254  -9.13941216 -   -7.54732962 -543.57298417 1.5256248367053733 87.41186426355328 1240.25002839  -26.05131314 5.083732348927429 291.27640776767004  434.56756922 3741.11054836 12.908352498853178 739.5941186514369 -   -4.22065936 -469.9777297  866.11145252  -9.13941189 - -0.00909959412338727 -2.6202817422729794 - -0.0440064141127857 -1.3722510024138097 - 10.886335129615087 3.313603857299409 - 77.91816835409601 1.3277828644871863 - -6.167743428428764 - -13.95374466259625 93.4458902054977 -20.121488091025014 
8.8 -    2.20781282 -269.98781178 -1.5597570467733854 -89.36749584590433 430.84259557   4.75638892 2.1543442706732336 123.43483432776574 -139.08252356  926.76096594 -0.6442173825976976 -36.91093711181268 - -5.56785329e-09 -7.00000004e+01 -8.08938694e-10  1.15969909e-08 -    4.41562399 -469.97562607 861.68519748   9.51277426 -    4.86777863 -543.64463986 1.5769339009773593 90.35165709710357 1241.8530928    11.84611248 5.160485657626071 295.674048419767 -116.17273393 3816.44107467 2.3623699118547563 135.35382559796983 -    4.41562391 -469.97562486 861.68519746   9.51277452 - 0.02790959541694384 -2.6262552823477927 - 0.011764212978912825 -1.3798793358904995 - 10.77546381602096 3.2798566312536215 - 78.09237580441967 1.3681787955971654 - -6.166544921437833 - -14.024928007441076 93.51587504729142 -20.19147292887891 
8.81 -    6.51209052 -269.89395183 -1.5382301261336249 -88.13409414733297 430.29176189  14.01792746 2.1526002107922886 123.33490705736949  27.81052395 928.13517369 0.2900814012685984 16.62044000793157 - -5.57954394e-09 -7.00000004e+01 -6.75811407e-10  9.87838966e-09 -   13.02417946 -469.78790619 860.58353018  28.03585148 -   17.27125562 -543.33578434 1.6284780025702599 93.30491657717032 1237.92101825   49.82548174 5.130501264668098 293.9560692520134 -668.55444035 3756.83827051 -8.326328067970882 -477.06345713604844 -   13.02417939 -469.78790498 860.58353016  28.03585176 - 0.06447267429393405 -2.620379138878523 - 0.06770105650495187 -1.3738436676359456 - 10.758024219783666 3.274548333031344 - 77.71727016860906 1.352325703166971 - -6.059657859463073 - -13.718108442827429 93.10216842459104 -19.7777663022905 
8.82 -   10.81899763 -269.70715708 -1.5166749289072197 -86.89907231968786 431.33835326  23.36745816 2.1598542611628084 123.75053352797559 176.69184748 943.93433336 1.1374762695205163 65.1725895398109 - -5.58594415e-09 -7.00000004e+01 -3.76758180e-10  8.88241303e-09 -   21.63799374 -469.41431673 862.67671301  46.73491301 -   29.60805584 -542.65232699 1.679193883963132 96.21072253526796 1228.55323631   86.55110409 4.995718971199928 286.2336126831935 -1199.70852673  3568.3173319  -18.490148834836855 -1059.4074908048885 -   21.63799367 -469.41431552 862.67671298  46.73491329 - 0.10097703106907191 -2.603122640788354 - 0.12148828854546384 -1.354753125494275 - 10.830653351284228 3.296655329311562 - 76.80098146741476 1.2822057018883612 - -5.846937315521984 - -13.03915640831201 92.2104958498989 -18.886093723833994 
8.83 -   15.14325642 -269.42587867 -1.4950075186552865 -85.6576211592736 433.69898301  32.93261121 2.174737736423148 124.60329384488044 287.81975937 970.47532086 1.8023716625062334 103.26828937558477 - -5.58961233e-09 -7.00000004e+01 -8.83574103e-10  1.17610597e-08 -   30.28651138 -468.85175994 867.39797263  65.86521923 -   41.82522203 -541.61291849 1.7280700258856405 99.01111918631013 1214.06115374  120.84023887 4.764398784396421 272.9799422631748 -1690.82443124  3274.70539539 -27.549602746768887 -1578.4759646518773 -   30.2865113  -468.85175873 867.39797262  65.86521949 - 0.13780952932727442 -2.5764710840478013 - 0.1712210606202605 -1.3250205605690106 - 10.980434906451602 3.3422461303533524 - 75.36872706898208 1.166213098405336 - -5.526619436764861 - -12.006599637187492 90.85762120419237 -17.533219073952353 
8.84 -   19.4958702  -269.04750775 -1.47316194079808 -84.40596174703123 436.92438884  42.7949151  2.1950759129209647 125.76858552119748  348.09726903 1002.37771467 2.220753036815557 127.23977635039215 - -5.58395641e-09 -7.00000004e+01 8.19682100e-11 9.86789672e-09 -   38.99173902 -468.09501814 873.84878441  85.58982714 -   53.87373895 -540.24662322 1.774203936378988 101.65439755001324 1194.90955347  151.81186478 4.4498076421594535 254.95519754079677 -2130.37422088  2911.18542282 -35.091296984443964 -2010.5832148487918 -   38.99173894 -468.09501692 873.84878438  85.5898274  - 0.17532315780611346 -2.543362679798951 - 0.21573199847203714 -1.2882087697578766 - 11.186773606266827 3.405051905051608 - 73.46033222213431 1.0172886046610499 - -5.09573329267306 - -10.649310911846555 89.06944633811379 -15.745044204519616 
8.85 -   23.88282041 -268.56890539 -1.4510965930042656 -83.14171044495735 440.47196288  52.97764417 2.2182323208677 127.09534996522862  351.89876475 1033.52796309 2.363992929433055 135.4468176552819 - -5.60368818e-09 -7.00000004e+01 -1.07235110e-09  1.14831593e-08 -   47.7656395  -467.13781344 880.94393264 105.95528539 -   65.70968039 -538.58947147 1.8168433151747032 104.09745399606734 1171.63807931  178.95887625 4.0684030260644395 233.10232275174505 -2514.82212692  2515.99677833 -40.889346338941955 -2342.786972270078 -   47.76563942 -467.13781222 880.94393262 105.95528566 - 0.21381291609616526 -2.506960039916144 - 0.25466305305735654 -1.2481900560445305 - 11.424042722740724 3.477272340149887 - 71.12650101538983 0.8503733512319442 - -4.550704276532429 - -9.003083015210336 86.87818942951239 -13.553787291742765 
8.86 -   28.30449369 -267.98700698 -1.4287971395425079 -81.86404587615024 443.77586834  63.44280611 2.2414393554529575 128.425015101978  299.88753648 1057.89859398 2.2329280421036315 127.93735276894827 - -5.60077495e-09 -7.00000004e+01 -6.6273742e-10  1.1266458e-08 -   56.60898612 -465.97401666 887.55174369 126.88560939 -   77.29457571 -536.68069543 1.8554088880412707 106.30709855582589 1144.78733101  202.14115564 3.638066267073412 208.44584269222068 -2847.13342376  2123.32420581 -44.877285245290295 -2571.2790405598553 -   56.60898604 -465.97401544 887.55174367 126.88560965 - 0.2535020842724259 -2.470025178349509 - 0.28831450240300366 -1.2084261319482363 - 11.664328628302094 3.5504110313558854 - 68.42460385920211 0.6799906098399552 - -3.8880424573861205 - -7.106889530090143 84.31933412870005 -10.994931987476264 
8.870000000000001 -   32.75572946 -267.29942089 -1.4062765198923406 -80.57370941817628 446.29930868  74.09479147 2.2620406469308194 129.6053821561783  196.81475354 1070.04836298 1.8470413279004378 105.82767267493428 - -5.59661117e-09 -7.00000004e+01 -5.04712716e-10  1.22553985e-08 -   65.51145773 -464.5988445  892.59862451 148.18958026 -   88.59513555 -534.55934664 1.8895015013191372 108.26046140921932 1114.84649015  221.52093029 3.1767619583273023 182.01505272986873 -3134.15891474  1758.98554234 -47.095604421006826 -2698.379366941352 -   65.51145765 -464.59884328 892.59862449 148.18958051 - 0.29453286875043905 -2.434540887797138 - 0.3173800919952425 -1.17153143653679 - 11.879729990873605 3.615975316974737 - 65.41476678179072 0.5184788574712255 - -3.105024241754336 - -4.999524560675013 81.42895094711028 -8.104548802429349 
8.88 -   37.22627636 -266.50497104 -1.3835730915880942 -79.27289879586509 447.56403776  84.78738484 2.277621967469288 130.4981260622731   49.31024185 1065.3069211  1.2336779642377291 70.68454062911319 - -5.61077229e-09 -7.00000004e+01 -7.21115612e-10  1.21484049e-08 -   74.45255162 -463.00994483 895.12808277 169.57476713 -   99.58258922 -532.2617264  1.9188985103765546 109.94478595851717 1082.22810075  237.46948882 2.70173575926682 154.7980563655618 -3383.96816701  1438.91362392 -47.640001889407934 -2729.571044258342 -   74.45255154 -463.0099436  895.12808276 169.57476739 - 0.33695281017506046 -2.4015784472528363 - 0.3426769852361428 -1.1391194058528147 - 12.043952846695724 3.665961789191341 - 62.1568339879662 0.37501397021198524 - -2.2003103269896087 - -2.717050118976317 78.24176259406525 -4.917360445965926 
8.89 -   41.70144186 -265.60416417 -1.3607479604522652 -77.96511511494946 447.16050629  95.33149758 2.2860479948541905 130.98090186948966 -135.71654187 1039.75822114 0.42031741766592967 24.082414088095238 - -5.62246782e-09 -7.00000004e+01 -8.11326117e-10  1.20350450e-08 -   83.40288269 -461.20833111 894.32101991 190.66299277 -  110.23189517 -529.81978884 1.9435445125392272 111.35689786430862 1047.26688575  250.46913355 2.2291592129763442 127.72141476624873 -3603.77579614  1169.54816343 -46.62523372280774 -2671.429111127923 -   83.40288261 -461.20832988 894.32101989 190.66299303 - 0.38069041174795104 -2.371335379198099 - 0.3649357689966885 -1.111842156372183 - 12.133230518556685 3.6931363005669313 - 58.70842687819882 0.2552959239345706 - -1.1744777866418872 - -0.2912096832037605 74.79008962125701 -1.4656874698456477 
8.9 -   46.16277658 -264.5995821  -1.337882263298484 -76.65500717241348 444.74601956 105.50233955 2.2854418070635023 130.94616986749085 -351.87117594  990.16870149 -0.5691261896345228 -32.60852867642029 - -5.62778979e-09 -7.00000004e+01 -8.57312443e-10  1.22602302e-08 -   92.3255522  -459.19916699 889.4920465  211.00467688 -  120.52103002 -527.26048547 1.9635400057957433 112.5025552371893 1010.23532769  261.02449061 1.7740367319185004 101.64481744011154 -3798.67024204   949.1783183  -44.1688600737794 -2530.6892681314494 -   92.32555212 -459.19916575 889.49204649 211.00467714 - 0.42551865763171753 -2.3432630677253163 - 0.38467172331572475 -1.0895264398991555 - 12.126796671986172 3.6911779538314593 - 55.12398000350631 0.16169139953989703 - -0.03046676997502118 - 2.251222895767228 71.10364602886384 2.2207561257922066 
8.91 -   50.58871324 -263.49620509 -1.3150747762881272 -75.3482344254206 440.03869703 115.04614007 2.2741463989686763 130.29899065577942 -593.34777553  913.98675788 -1.7143282525187313 -98.22377356936094 - -5.63892399e-09 -7.00000004e+01 -9.56276835e-10  1.23999513e-08 -  101.1774256 -456.992413  880.07740145 230.0922781  -  130.43048392 -524.60592217 1.979129619382947 113.39577429997588 971.36805475 269.58927826 1.3501836062777566 77.3598222074687 -3971.10750659   769.62633804 -40.39257444939651 -2314.324039618385 -  101.17742552 -456.99241176 880.07740144 230.09227837 - 0.47101227882967805 -2.3162371915101807 - 0.40213355482268537 -1.071344137865079 - 12.007223621572498 3.654782076210878 - 51.45439925269311 0.09365853616270339 - 1.2260512184326444 - 4.888287452781242 67.21006348663919 6.114338671213886 
8.92 -   54.95515095 -262.30166582 -1.2924398598381628 -74.05134924320639 432.81341963 123.68757579 2.2507003190910364 128.95562923266405 -854.50112859  809.49290688 -2.9959046957291906 -171.6526948887077 - -5.66579672e-09 -7.00000004e+01 -8.43556336e-10  1.15090586e-08 -  109.91030108 -454.60333447 865.62684663 247.37514973 -  139.9430137  -521.87416185 1.9906898289933368 114.05812552093779 930.88793154 276.51062305 0.9701245884738201 55.58404452141572 -4121.05676389   618.06676805 -35.43570833332492 -2030.3165315560784 -  109.910301   -454.60333323 865.62684661 247.37515    - 0.5165128298221485 -2.288759376897464 - 0.4173181419390249 -1.0559964826968742 - 11.760914853107222 3.579810134269675 - 47.7469006056839 0.048352254552421765 - 2.586384161625233 - 7.602040151778056 63.13597784761321 10.188424313403289 
8.93 -   59.2360252  -261.02641861 -1.2701054862827506 -72.77168390041268 422.90340205 131.13953989 2.213847728961737 126.84413135412973 -1129.19989013   676.11356828 -4.391418347234246 -251.6097373728377 - -5.67014524e-09 -7.00000004e+01 -9.28196187e-10  1.17558159e-08 -  118.47204967 -452.05284008 845.80681138 262.27907813 -  149.0436402  -519.08049032 1.9987148641194543 114.51792616410854 889.02791605 281.99240399 0.6448249898585448 36.945750443460724 -4246.68218737   479.03116829 -29.47396645506738 -1688.7338833855251 -  118.47204959 -452.05283884 845.80681136 262.27907839 - 0.5611226492895284 -2.2591966308176796 - 0.4300395799851076 -1.0419170653337928 - 11.3789254818129 3.463539466581489 - 44.04465237290917 0.0213621728380448 - 4.038626726933558 - 10.377295943061995 58.9084794941416 14.415922669995552 
8.94 -   63.40392584 -259.6837934  -1.2482109638172223 -71.51722016868355 410.20803992 137.11661782 2.1625887668998196 123.90720916576065 -1410.27016043   514.83016391 -5.871578618432316 -336.41667391542654 - -5.68275027e-09 -7.00000004e+01 -8.05869149e-10  1.15521459e-08 -  126.80785101 -449.36758966 820.41608698 274.23323417 -  157.7198227  -516.23894414 2.0037990009194773 114.809225745217 846.04394977 286.07997753 0.3832412626859417 21.95810688716898 -4345.42830855   336.68559356 -22.735411809712136 -1302.6431421883947 -  126.80785093 -449.36758842 820.41608696 274.23323443 - 0.6037501766173902 -2.226059459656354 - 0.44003908986223716 -1.0275024638939092 - 10.85809523246684 3.305008142429145 - 40.38604327793658 0.007545816319302162 - 5.567598900966743 - 13.200110797113098 54.55669246915186 18.76770969807984 
8.950000000000001 -   67.43081594 -258.28989444 -1.2269039898203156 -70.2964204844658 394.70464602 141.35254833 2.096260386699367 120.10687291833563 -1689.31568636   328.53789473 -7.398187492360955 -423.8849193587567 - -5.69082204e-09 -7.00000004e+01 -1.18996013e-09  1.22479094e-08 -  134.86163129 -446.57979176 789.40929899 282.70509539 -  165.96170368 -513.36387326 2.0066137097582653 114.97049668223774 802.2157699 288.6688247 0.1917593295920889 10.987000267884808 -4415.30924137   177.30303799 -15.50570440666592 -888.4114208793595 -  134.86163121 -446.57979052 789.40929897 282.70509565 - 0.6432196330781886 -2.188293889548101 - 0.44711557114216754 -1.0113626153659505 - 10.202255973667134 3.1053825134322026 - 36.803683886689434 0.001889185962803437 - 7.154961248788936 - 16.056229361745523 50.113211559751576 23.21119061053446 
8.96 -   71.28886842 -256.86330974 -1.2063368378215515 -69.11800947833257 376.45930169 143.62026301 2.014623968189777 115.42945068317243 -1957.08867969   122.17352069 -8.924961576406847 -511.36263064453834 - -5.70372549e-09 -7.00000004e+01 -1.09810117e-09  1.19505899e-08 -  142.57773632 -443.72662236 752.91861008 287.24052494 -  173.76229715 -510.47129413 2.00787918150695 115.0430028725304 757.83498151 289.53756072 0.0736593831597291 4.220371776589488 -4456.11364836    -8.41614249 -8.117008275571296 -465.07031646299754 -  142.57773624 -443.72662112 752.91861007 287.2405252  - 0.6784360889363666 -2.145531276890876 - 0.4512476227694087 -0.9925557928046375 - 9.423098996914089 2.8682211976288756 - 33.32351656787132 0.0002787519151740839 - 8.779545899198467 - 18.929740759762296 45.61511551432946 27.709286658960764 
8.97 -   74.95138323 -255.42461928 -1.1866617617219015 -67.99071065622391 355.63128573 143.75144442 1.917929172180185 109.88924697094438 -2204.37745185   -97.52237943 -10.401382378834626 -595.9553114089684 - -5.71137093e-09 -7.00000004e+01 -8.10075562e-10  1.15821024e-08 -  149.902766   -440.84924147 711.26257786 287.50288792 -  181.11750305 -507.57980594 2.008331343540599 115.06890984871457 713.18285903 288.40114331 0.02877663575382683 1.6487797772795436 -4470.2032973   -223.72125688 -0.920455433973511 -52.738211596564796 -  149.90276592 -440.84924022 711.26257784 287.50288819 - 0.7085693701711684 -2.0982250604323713 - 0.45267440877459175 -0.97075295546628 - 8.540256028747041 2.5994997381208274 - 29.96451896426184 4.254433541261252e-05 - 10.417916488118408 - 21.802168412643198 41.10431727546512 32.220084900761606 
8.98 -   78.3936989  -253.99572619 -1.1680259930287071 -66.92295976212183 332.46707138 141.65178776 1.8069282317277582 103.52936156103736 -2423.14492348  -322.6146193  -11.778481811224166 -674.8572968547503 - -5.72195802e-09 -7.00000004e+01 -8.67316885e-10  1.16213243e-08 -  156.7873974  -437.99145529 664.93414881 283.30357477 -  188.02586975 -504.71091189 2.008687061621441 115.08929099344329 668.50323887 284.9746456  0.05349399106542272 3.064979917359256 -4462.67202543  -465.38413422 5.75105470327333 329.51116224642385 -  156.78739732 -437.99145404 664.93414879 283.30357503 - 0.7332023197339979 -2.047623295778605 - 0.45191175575564135 -0.9462810035556948 - 7.580320489370576 2.307312691870289 - 26.739341199769726 0.00014701840481971554 - 12.045129915780592 - 24.65215086391055 36.627121399415415 36.69728077969114 
8.99 -   81.59398782 -252.59907019 -1.1505668928809194 -65.92262700955736 307.28332935 137.30887167 1.682830749163814 96.41909956192504 -2607.5215627   -544.80733139 -13.014600646913934 -745.6816891163993 - -5.73169245e-09 -7.00000004e+01 -8.78799256e-10  1.16190790e-08 -  163.1879753 -435.1981433 614.56666434 274.61774274 -  194.48808897 -501.8887043  2.0096111499064975 115.14223735207452 623.97723674 279.03443972 0.14110800840818669 8.084893337285632 -4440.83733574  -724.63351984 11.618271571614692 665.6779262903477 -  163.18797522 -435.19814204 614.56666432 274.61774301 - 0.7523945792832835 -1.995577227653457 - 0.4497006694601204 -0.9200281567487295 - 6.574861952522893 2.001269267121876 - 23.655861415995993 0.0010229750208523606 - 13.635631966777623 - 27.455754604471622 32.23301561066161 41.091386571249245 
9.0 -   84.53383888 -251.25680502 -1.1344078183898862 -64.99678024038366 280.44221234 130.79154105 1.5472092922998961 88.64856247220699 -2754.31451649  -756.26687901 -14.079210072783837 -806.6793160485904 - -5.73975001e-09 -7.00000004e+01 -8.92953267e-10  1.16527019e-08 -  169.06767747 -432.51361296 560.88442988 261.58308163 -  200.50627234 -499.13900448 2.0116886379023913 115.2612686462283 579.70564241 270.46426747 0.28249308202485196 16.185661341666997 -4413.26060537  -989.16033182 16.47836210609159 944.1406019673548 -  169.06767739 -432.5136117  560.88442986 261.58308189 - 0.7666424732220382 -1.944242700254879 - 0.44690811635076555 -0.8932408922201936 - 5.557812495694892 1.6916977756098033 - 20.71926930572933 0.004099938462507092 - 15.164194123000925 - 30.18732854613637 27.972879515496533 45.351522669137296 
9.01 -   87.19857765 -249.9900201  -1.1196550772839016 -64.15151043876158 252.32459074 122.24203021 1.4018810110212776 80.32186531105205 -2862.90916845  -950.22376634 -14.953831287688269 -856.791420335219 - -5.74618753e-09 -7.00000004e+01 -8.97131258e-10  1.16971677e-08 -  174.39715505 -429.98004313 504.6491862  244.48406006 -  206.08310485 -496.48815262 2.015404526708177 115.47417339193973 535.70215922 259.27839047 0.4669050539420452 26.75168902420723 -4388.61241617 -1245.58302226 20.209768446097016 1157.934436898023 -  174.39715497 -429.98004187 504.64918618 244.48406033 - 0.7767526789196628 -1.895760630176129 - 0.44441212148689474 -0.8672742902403685 - 4.562764637278182 1.3888231734090701 - 17.934108330938137 0.011200021449786155 - 16.606799894876644 - 32.8207061293175 23.896896163075176 49.427506024194145 
